@timestamp,agent.type,host.ip,host.os.version,input.type,log.file.path,message
"Oct 23, 2022 @ 21:27:56.210",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 install libatk1.0-0:amd64 <none> 2.14.0-1
"Oct 23, 2022 @ 21:27:56.210",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status half-installed libatk1.0-0:amd64 2.14.0-1
"Oct 23, 2022 @ 21:27:56.210",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status unpacked libatk1.0-0:amd64 2.14.0-1
"Oct 23, 2022 @ 21:27:56.209",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status half-installed libasan1:amd64 4.9.2-10
"Oct 23, 2022 @ 21:27:56.208",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status unpacked libxml2:amd64 2.9.1+dfsg1-5+deb8u2
"Oct 23, 2022 @ 21:27:56.208",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 install fontconfig:amd64 <none> 2.11.0-6.3+deb8u1
"Oct 23, 2022 @ 21:27:56.208",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status half-installed fontconfig:amd64 2.11.0-6.3+deb8u1
"Oct 23, 2022 @ 21:27:56.208",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status unpacked fontconfig:amd64 2.11.0-6.3+deb8u1
"Oct 23, 2022 @ 21:27:56.208",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status unpacked fontconfig:amd64 2.11.0-6.3+deb8u1
"Oct 23, 2022 @ 21:27:56.208",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 install libasan1:amd64 <none> 4.9.2-10
"Oct 23, 2022 @ 21:27:56.207",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 install libwrap0:amd64 <none> 7.6.q-25
"Oct 23, 2022 @ 21:27:56.207",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status half-installed libwrap0:amd64 7.6.q-25
"Oct 23, 2022 @ 21:27:56.207",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status unpacked libwrap0:amd64 7.6.q-25
"Oct 23, 2022 @ 21:27:56.207",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status unpacked libwrap0:amd64 7.6.q-25
"Oct 23, 2022 @ 21:27:56.207",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 install libxml2:amd64 <none> 2.9.1+dfsg1-5+deb8u2
"Oct 23, 2022 @ 21:27:56.207",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status half-installed libxml2:amd64 2.9.1+dfsg1-5+deb8u2
"Oct 23, 2022 @ 21:27:56.207",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status unpacked libxml2:amd64 2.9.1+dfsg1-5+deb8u2
"Oct 23, 2022 @ 21:27:56.206",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status installed libc-bin:amd64 2.19-18+deb8u4
"Oct 23, 2022 @ 21:27:56.206",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 startup packages configure
"Oct 23, 2022 @ 21:27:56.206",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 startup archives unpack
"Oct 23, 2022 @ 21:27:56.206",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 install libjson-c2:amd64 <none> 0.11-4
"Oct 23, 2022 @ 21:27:56.206",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status half-installed libjson-c2:amd64 0.11-4
"Oct 23, 2022 @ 21:27:56.206",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status unpacked libjson-c2:amd64 0.11-4
"Oct 23, 2022 @ 21:27:56.206",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 22:05:37 status unpacked libjson-c2:amd64 0.11-4
"Oct 23, 2022 @ 21:27:56.205",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status unpacked openssl:amd64 1.0.2h-1
"Oct 23, 2022 @ 21:27:56.205",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status unpacked openssl:amd64 1.0.2h-1
"Oct 23, 2022 @ 21:27:56.205",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status half-configured openssl:amd64 1.0.2h-1
"Oct 23, 2022 @ 21:27:56.205",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status installed openssl:amd64 1.0.2h-1
"Oct 23, 2022 @ 21:27:56.205",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 trigproc libc-bin:amd64 2.19-18+deb8u4 <none>
"Oct 23, 2022 @ 21:27:56.205",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status half-configured libc-bin:amd64 2.19-18+deb8u4
"Oct 23, 2022 @ 21:27:56.204",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 configure libapr1:amd64 1.5.1-3 <none>
"Oct 23, 2022 @ 21:27:56.204",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status unpacked libapr1:amd64 1.5.1-3
"Oct 23, 2022 @ 21:27:56.204",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status half-configured libapr1:amd64 1.5.1-3
"Oct 23, 2022 @ 21:27:56.204",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status installed libapr1:amd64 1.5.1-3
"Oct 23, 2022 @ 21:27:56.204",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status triggers-pending libc-bin:amd64 2.19-18+deb8u4
"Oct 23, 2022 @ 21:27:56.204",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 configure libssl1.0.2:amd64 1.0.2h-1 <none>
"Oct 23, 2022 @ 21:27:56.204",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status unpacked libssl1.0.2:amd64 1.0.2h-1
"Oct 23, 2022 @ 21:27:56.204",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status half-configured libssl1.0.2:amd64 1.0.2h-1
"Oct 23, 2022 @ 21:27:56.204",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status installed libssl1.0.2:amd64 1.0.2h-1
"Oct 23, 2022 @ 21:27:56.204",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 configure openssl:amd64 1.0.2h-1 <none>
"Oct 23, 2022 @ 21:27:56.203",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 trigproc libc-bin:amd64 2.19-18+deb8u4 <none>
"Oct 23, 2022 @ 21:27:56.203",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status half-configured libc-bin:amd64 2.19-18+deb8u4
"Oct 23, 2022 @ 21:27:56.203",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status installed libc-bin:amd64 2.19-18+deb8u4
"Oct 23, 2022 @ 21:27:56.203",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 startup packages configure
"Oct 23, 2022 @ 21:27:56.202",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status half-installed libssl1.0.2:amd64 1.0.2h-1
"Oct 23, 2022 @ 21:27:56.202",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status unpacked libssl1.0.2:amd64 1.0.2h-1
"Oct 23, 2022 @ 21:27:56.202",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status unpacked libssl1.0.2:amd64 1.0.2h-1
"Oct 23, 2022 @ 21:27:56.202",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 upgrade openssl:amd64 1.0.1t-1+deb8u2 1.0.2h-1
"Oct 23, 2022 @ 21:27:56.202",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status half-configured openssl:amd64 1.0.1t-1+deb8u2
"Oct 23, 2022 @ 21:27:56.202",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status unpacked openssl:amd64 1.0.1t-1+deb8u2
"Oct 23, 2022 @ 21:27:56.202",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status half-installed openssl:amd64 1.0.1t-1+deb8u2
"Oct 23, 2022 @ 21:27:56.202",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status half-installed openssl:amd64 1.0.1t-1+deb8u2
"Oct 23, 2022 @ 21:27:56.202",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status unpacked openssl:amd64 1.0.2h-1
"Oct 23, 2022 @ 21:27:56.202",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status unpacked openssl:amd64 1.0.2h-1
"Oct 23, 2022 @ 21:27:56.201",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:02 status half-installed libapr1:amd64 1.5.1-3
"Oct 23, 2022 @ 21:27:56.201",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status unpacked libapr1:amd64 1.5.1-3
"Oct 23, 2022 @ 21:27:56.201",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status unpacked libapr1:amd64 1.5.1-3
"Oct 23, 2022 @ 21:27:56.201",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 install libssl1.0.2:amd64 <none> 1.0.2h-1
"Oct 23, 2022 @ 21:27:56.201",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:03 status triggers-pending libc-bin:amd64 2.19-18+deb8u4
"Oct 23, 2022 @ 21:27:56.200",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:38 status installed ca-certificates-java:all 20140324
"Oct 23, 2022 @ 21:27:56.200",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:40 status installed ca-certificates:all 20141019+deb8u1
"Oct 23, 2022 @ 21:27:56.200",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:40 startup packages configure
"Oct 23, 2022 @ 21:27:56.200",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:02 startup archives unpack
"Oct 23, 2022 @ 21:27:56.200",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 21:52:02 install libapr1:amd64 <none> 1.5.1-3
"Oct 23, 2022 @ 21:27:56.199",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:38 status installed libc-bin:amd64 2.19-18+deb8u4
"Oct 23, 2022 @ 21:27:56.199",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:38 trigproc systemd:amd64 215-17+deb8u4 <none>
"Oct 23, 2022 @ 21:27:56.199",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:38 status half-configured systemd:amd64 215-17+deb8u4
"Oct 23, 2022 @ 21:27:56.199",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:38 status installed systemd:amd64 215-17+deb8u4
"Oct 23, 2022 @ 21:27:56.199",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:38 trigproc ca-certificates:all 20141019+deb8u1 <none>
"Oct 23, 2022 @ 21:27:56.199",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:38 status half-configured ca-certificates:all 20141019+deb8u1
"Oct 23, 2022 @ 21:27:56.198",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked ca-certificates-java:all 20140324
"Oct 23, 2022 @ 21:27:56.198",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked ca-certificates-java:all 20140324
"Oct 23, 2022 @ 21:27:56.198",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked ca-certificates-java:all 20140324
"Oct 23, 2022 @ 21:27:56.198",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status half-configured ca-certificates-java:all 20140324
"Oct 23, 2022 @ 21:27:56.198",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:38 status triggers-awaited ca-certificates-java:all 20140324
"Oct 23, 2022 @ 21:27:56.198",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:38 trigproc libc-bin:amd64 2.19-18+deb8u4 <none>
"Oct 23, 2022 @ 21:27:56.198",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:38 status half-configured libc-bin:amd64 2.19-18+deb8u4
"Oct 23, 2022 @ 21:27:56.197",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked ca-certificates-java:all 20140324
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status half-configured libxtst6:amd64 2:1.2.2-1+b1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status installed libxtst6:amd64 2:1.2.2-1+b1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 configure java-common:all 0.52 <none>
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status unpacked java-common:all 0.52
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status half-configured java-common:all 0.52
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status installed java-common:all 0.52
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 configure libjpeg62-turbo:amd64 1:1.3.1-12 <none>
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status unpacked libjpeg62-turbo:amd64 1:1.3.1-12
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status half-configured libjpeg62-turbo:amd64 1:1.3.1-12
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status installed libjpeg62-turbo:amd64 1:1.3.1-12
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 configure dbus:amd64 1.8.20-0+deb8u1 <none>
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status unpacked dbus:amd64 1.8.20-0+deb8u1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status unpacked dbus:amd64 1.8.20-0+deb8u1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status unpacked dbus:amd64 1.8.20-0+deb8u1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status unpacked dbus:amd64 1.8.20-0+deb8u1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status unpacked dbus:amd64 1.8.20-0+deb8u1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status half-configured dbus:amd64 1.8.20-0+deb8u1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status installed dbus:amd64 1.8.20-0+deb8u1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 configure openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1 <none>
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status unpacked openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status half-configured openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status installed openjdk-8-jre-headless:amd64 8u102-b14.1-1~bpo8+1
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 configure ca-certificates-java:all 20140324 <none>
"Oct 23, 2022 @ 21:27:56.196",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:37 status triggers-pending ca-certificates:all 20141019+deb8u1
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status half-configured libxcb1:amd64 1.10-3+b1
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status installed libxcb1:amd64 1.10-3+b1
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 configure libx11-data:all 2:1.6.2-3 <none>
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status unpacked libx11-data:all 2:1.6.2-3
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status half-configured libx11-data:all 2:1.6.2-3
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status installed libx11-data:all 2:1.6.2-3
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 configure libx11-6:amd64 2:1.6.2-3 <none>
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status unpacked libx11-6:amd64 2:1.6.2-3
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status half-configured libx11-6:amd64 2:1.6.2-3
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status installed libx11-6:amd64 2:1.6.2-3
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 configure libxext6:amd64 2:1.3.3-1 <none>
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status unpacked libxext6:amd64 2:1.3.3-1
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status half-configured libxext6:amd64 2:1.3.3-1
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status installed libxext6:amd64 2:1.3.3-1
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 configure libxi6:amd64 2:1.7.4-1+b2 <none>
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status unpacked libxi6:amd64 2:1.7.4-1+b2
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status half-configured libxi6:amd64 2:1.7.4-1+b2
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status installed libxi6:amd64 2:1.7.4-1+b2
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 configure libxrender1:amd64 1:0.9.8-1+b1 <none>
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status unpacked libxrender1:amd64 1:0.9.8-1+b1
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status half-configured libxrender1:amd64 1:0.9.8-1+b1
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 status installed libxrender1:amd64 1:0.9.8-1+b1
"Oct 23, 2022 @ 21:27:56.195",filebeat,172.16.0.2,8 (jessie),log,/var/log/dpkg.log,2016-08-31 17:16:36 configure x11-common:all 1:7.7+7 <none>
