@timestamp,agent.type,destination.bytes,destination.ip,destination.port,event.type,host.ip,host.os.version,network.packets,network.transport,network.type,source.ip,source.port
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,6000,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1026,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,9000,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,7002,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,6669,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,555,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,4550,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,7937,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,3390,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,787,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,146,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,6646,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,6692,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5961,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,10024,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,726,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1061,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1049,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5718,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5989,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1147,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5405,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,7911,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,4126,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,7938,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1259,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1271,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,161,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1524,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1875,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5009,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,465,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1031,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,15742,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,6580,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,3945,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,8292,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,11967,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,6668,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1998,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1028,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1216,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,42,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,9103,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,4900,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1186,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,30000,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5004,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,3493,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,366,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,2035,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1119,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1098,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,9898,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,3052,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,2135,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1090,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,10626,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,9002,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,3851,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5903,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1984,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,8254,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5030,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,32778,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1166,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5431,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,8021,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,49400,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,109,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5800,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,705,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,902,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5925,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1043,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1111,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,648,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,18101,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,4899,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1717,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,389,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1947,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1272,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,631,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,24800,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1091,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,2002,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,7625,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,54045,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,2038,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,8001,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,8083,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1718,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,9485,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,2161,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,3476,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,10215,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,9102,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,481,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,8654,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,6779,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1075,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5901,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,3071,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,8180,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,3211,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1037,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,8090,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1054,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1641,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,27355,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,6006,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,3007,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1687,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1310,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5633,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5280,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5033,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,44442,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,9968,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,2179,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1088,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,2702,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,2040,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1063,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1183,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,8088,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,8200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,6004,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,8008,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,49154,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,8649,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,10004,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,49155,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,8300,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5051,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,3261,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,616,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,6547,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,9595,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1126,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1658,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,5825,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,4,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
"Oct 23, 2022 @ 22:08:50.004",packetbeat,54B,172.16.0.2,1083,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,40170
