@timestamp,agent.type,destination.bytes,destination.ip,destination.port,event.type,host.ip,host.os.version,network.packets,network.transport,network.type,source.ip,source.port
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,5998,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1840,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,10010,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1309,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,6788,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1047,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,6025,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,4126,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,3168,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1069,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,32771,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,6969,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,3007,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,3077,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,2500,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,8300,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1001,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1053,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1043,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,3071,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1074,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,9944,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,32780,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,6009,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1839,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1046,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,20222,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,5999,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,5414,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,2111,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1080,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1057,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,683,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,543,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,2009,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,3914,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,57797,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,32768,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1141,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,9111,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1062,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1322,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,3390,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,16993,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1641,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1098,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,2105,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,52869,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,3493,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,2103,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,7025,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1580,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,2170,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,16012,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,49176,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,52673,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1054,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.005",packetbeat,54B,172.16.0.2,1213,"connection, end",172.16.0.9,22.04.1 LTS (Jammy Jellyfish),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:05:00.003",packetbeat,-,-,-,"connection, end",172.16.0.3,22.04.1 LTS (Jammy Jellyfish),2,-,-,-,-
"Oct 23, 2022 @ 22:05:00.003",packetbeat,118.4KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,006",tcp,ipv4,172.16.0.3,41484
"Oct 23, 2022 @ 22:05:00.001",packetbeat,-,-,-,"connection, end",172.16.0.4,22.04.1 LTS (Jammy Jellyfish),2,-,-,-,-
"Oct 23, 2022 @ 22:05:00.001",packetbeat,124.2KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,058",tcp,ipv4,172.16.0.4,54032
"Oct 23, 2022 @ 22:04:50.801",packetbeat,207KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,774",tcp,ipv4,172.16.0.2,49930
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,110,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,113,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,445,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,22,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,21,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,135,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,587,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,1025,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,554,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,139,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,8888,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,199,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,1720,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,256,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,5900,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,23,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,143,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,111,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,1723,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,25,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,3389,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,6646,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,4998,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,212,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,512,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,4000,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,24444,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,992,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,1111,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,41511,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,5877,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,7001,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,27353,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,1152,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,6006,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,5440,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,81,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,8099,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,2602,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,32775,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,1277,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,12174,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,4006,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,4001,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,8010,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,1259,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,1034,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,6839,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,15742,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,2967,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,616,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,10000,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,8193,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,1108,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,1524,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,1106,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,5566,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,6003,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,9876,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,2003,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,3814,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,8192,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,9050,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,49153,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,8899,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,12000,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,2190,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,6002,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,9,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,4005,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,5002,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,1077,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,3001,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,2701,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,1097,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,161,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,6699,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,32784,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,17988,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,6123,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,2323,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,987,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,19101,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,50800,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,22939,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,2910,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,7921,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,5911,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,4004,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
"Oct 23, 2022 @ 22:04:50.801",packetbeat,54B,172.16.0.2,3580,"connection, end",172.16.0.2,8 (jessie),2,tcp,ipv4,172.16.0.9,56507
